1;cây atm gần tôi;;;
các;O;O;O;O
cây;O;O;O;O
ATM;O;O;O;O
của;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
tn;O;O;O;O
?;O;O;O;O
;;;;
98;Chi nhánh của Livebank;;;
[INTENT];location;O;O;O
Chi;O;O;O;O
nhánh;O;O;O;O
của;O;O;O;O
Livebank;O;O;O;O
;;;;
99;Cho mình địa chỉ của Livebank ở Hà Nội nhé.;;;
[INTENT];location;O;O;O
Cho;O;O;O;O
mình;O;O;O;O
địa;O;O;O;O
chỉ;O;O;O;O
của;O;O;O;O
Livebank;O;O;O;O
ở;O;O;O;O
Hà;O;O;O;O
Nội;O;O;O;O
nhé.;O;O;O;O
;;;;
100;Huyện thái thụy có livebank ko;;;
[INTENT];location;O;O;O
Huyện;O;O;O;O
thái;O;O;O;O
thụy;O;O;O;O
có;O;O;O;O
livebank;O;O;O;O
ko;O;O;O;O
;;;;
101;Ở Hà Nội có livebank chưa?;;;
[INTENT];location;O;O;O
Ở;O;O;O;O
Hà;O;O;O;O
Nội;O;O;O;O
có;O;O;O;O
livebank;O;O;O;O
chưa?;O;O;O;O
;;;;
102;Tại q2 có máy livebank không ạ?;;;
[INTENT];location;O;O;O
Tại;O;O;O;O
q2;O;O;O;O
có;O;O;O;O
máy;O;O;O;O
livebank;O;O;O;O
không;O;O;O;O
ạ?;O;O;O;O
;;;;
103;Bạn ơi cho mình hỏi mình ở Đống Đa thì có cây livebank nào ở khu vực đó không ?;;;
[INTENT];location;O;O;O
Bạn;O;O;O;O
ơi;O;O;O;O
cho;O;O;O;O
mình;O;O;O;O
hỏi;O;O;O;O
mình;O;O;O;O
ở;O;O;O;O
Đống;O;O;O;O
Đa;O;O;O;O
thì;O;O;O;O
có;O;O;O;O
cây;O;O;O;O
livebank;O;O;O;O
nào;O;O;O;O
ở;O;O;O;O
khu;O;O;O;O
vực;O;O;O;O
đó;O;O;O;O
không;O;O;O;O
?;O;O;O;O
;;;;
104;Cho mh hỏi điểm đặt LiveBank;;;
[INTENT];location;O;O;O
Cho;O;O;O;O
mh;O;O;O;O
hỏi;O;O;O;O
điểm;O;O;O;O
đặt;O;O;O;O
LiveBank;O;O;O;O
;;;;
105;Ở quận Hoàng Mai có Livebank không?;;;
[INTENT];location;O;O;O
Ở;O;O;O;O
quận;O;O;O;O
Hoàng;O;O;O;O
Mai;O;O;O;O
có;O;O;O;O
Livebank;O;O;O;O
không?;O;O;O;O
;;;;
106;NH có những chi nhánh livebank ở đâu ?;;;
[INTENT];location;O;O;O
NH;O;O;O;O
có;O;O;O;O
những;O;O;O;O
chi;O;O;O;O
nhánh;O;O;O;O
livebank;O;O;O;O
ở;O;O;O;O
đâu;O;O;O;O
?;O;O;O;O
;;;;
107;Livebank Hà Nội ở những chỗ nào?;;;
[INTENT];location;O;O;O
Livebank;O;O;O;O
Hà;O;O;O;O
Nội;O;O;O;O
ở;O;O;O;O
những;O;O;O;O
chỗ;O;O;O;O
nào?;O;O;O;O
;;;;
108;LiveBank ở đâu?;;;
[INTENT];location;O;O;O
LiveBank;O;O;O;O
ở;O;O;O;O
đâu?;O;O;O;O
;;;;
109;Bạn ơi có chi nhánh livebank nào ở gần khu vực Hoàn Kiếm không ?;;;
[INTENT];location;O;O;O
Bạn;O;O;O;O
ơi;O;O;O;O
có;O;O;O;O
chi;O;O;O;O
nhánh;O;O;O;O
livebank;O;O;O;O
nào;O;O;O;O
ở;O;O;O;O
gần;O;O;O;O
khu;O;O;O;O
vực;O;O;O;O
Hoàn;O;O;O;O
Kiếm;O;O;O;O
không;O;O;O;O
?;O;O;O;O
;;;;
110;chi nhánh livebank của các bạn có mặt ở sài gòn không;;;
[INTENT];location;O;O;O
chi;O;O;O;O
nhánh;O;O;O;O
livebank;O;O;O;O
của;O;O;O;O
các;O;O;O;O
bạn;O;O;O;O
có;O;O;O;O
mặt;O;O;O;O
ở;O;O;O;O
sài;O;O;O;O
gòn;O;O;O;O
không;O;O;O;O
;;;;
111;Ngân hàng có những chi nhánh livebank ở đâu zợ ?;;;
[INTENT];location;O;O;O
Ngân;O;O;O;O
hàng;O;O;O;O
có;O;O;O;O
những;O;O;O;O
chi;O;O;O;O
nhánh;O;O;O;O
livebank;O;O;O;O
ở;O;O;O;O
đâu;O;O;O;O
zợ;O;O;O;O
?;O;O;O;O
;;;;
112;Có bao nhiêu livebank;;;
[INTENT];location;O;O;O
Có;O;O;O;O
bao;O;O;O;O
nhiêu;O;O;O;O
livebank;O;O;O;O
;;;;
113;Admin chỉ mình chi nhánh LiveBank với;;;
[INTENT];location;O;O;O
Admin;O;O;O;O
chỉ;O;O;O;O
mình;O;O;O;O
chi;O;O;O;O
nhánh;O;O;O;O
LiveBank;O;O;O;O
với;O;O;O;O
;;;;
114;E muốn tìm cây livebank tpbank gần bờ hồ ak!;;;
[INTENT];location;O;O;O
E;O;O;O;O
muốn;O;O;O;O
tìm;O;O;O;O
cây;O;O;O;O
livebank;O;O;O;O
tpbank;O;O;O;O
gần;O;O;O;O
bờ;O;O;O;O
hồ;O;O;O;O
ak!;O;O;O;O
;;;;
115;Có cây livebank nào ở khu vực Tây Sơn ko bạn ?;;;
[INTENT];location;O;O;O
Có;O;O;O;O
cây;O;O;O;O
livebank;O;O;O;O
nào;O;O;O;O
ở;O;O;O;O
khu;O;O;O;O
vực;O;O;O;O
Tây;O;O;O;O
Sơn;O;O;O;O
ko;O;O;O;O
bạn;O;O;O;O
?;O;O;O;O
;;;;
116;Livebank ở đâu;;;
[INTENT];location;O;O;O
Livebank;O;O;O;O
ở;O;O;O;O
đâu;O;O;O;O
;;;;
117;Tìm địa điểm LiveBank;;;
[INTENT];location;O;O;O
Tìm;O;O;O;O
địa;O;O;O;O
điểm;O;O;O;O
LiveBank;O;O;O;O
;;;;
118;Quanh Hải Phòng có Livebank không ạ?;;;
[INTENT];location;O;O;O
Quanh;O;O;O;O
Hải;O;O;O;O
Phòng;O;O;O;O
có;O;O;O;O
Livebank;O;O;O;O
không;O;O;O;O
ạ?;O;O;O;O
;;;;
119;LiveBank ở Hải phòng ở chỗ nào?;;;
[INTENT];location;O;O;O
LiveBank;O;O;O;O
ở;O;O;O;O
Hải;O;O;O;O
phòng;O;O;O;O
ở;O;O;O;O
chỗ;O;O;O;O
nào?;O;O;O;O
;;;;
120;Cho m xin địa chỉ chi nhánh livebank của nh tại Hà Nội với;;;
[INTENT];location;O;O;O
Cho;O;O;O;O
m;O;O;O;O
xin;O;O;O;O
địa;O;O;O;O
chỉ;O;O;O;O
chi;O;O;O;O
nhánh;O;O;O;O
livebank;O;O;O;O
của;O;O;O;O
nh;O;O;O;O
tại;O;O;O;O
Hà;O;O;O;O
Nội;O;O;O;O
với;O;O;O;O
;;;;
121;Cho mình xin địa chỉ chi nhánh livebank của ngân hàng tại Hà Nội với;;;
[INTENT];location;O;O;O
Cho;O;O;O;O
mình;O;O;O;O
xin;O;O;O;O
địa;O;O;O;O
chỉ;O;O;O;O
chi;O;O;O;O
nhánh;O;O;O;O
livebank;O;O;O;O
của;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
tại;O;O;O;O
Hà;O;O;O;O
Nội;O;O;O;O
với;O;O;O;O
;;;;
122;có livebank nào gần đây ko;;;
[INTENT];location;O;O;O
có;O;O;O;O
livebank;O;O;O;O
nào;O;O;O;O
gần;O;O;O;O
đây;O;O;O;O
ko;O;O;O;O
;;;;
123;chi nhánh livebank ở sài gòn đã hoạt động chưa;;;
[INTENT];location;O;O;O
chi;O;O;O;O
nhánh;O;O;O;O
livebank;O;O;O;O
ở;O;O;O;O
sài;O;O;O;O
gòn;O;O;O;O
đã;O;O;O;O
hoạt;O;O;O;O
động;O;O;O;O
chưa;O;O;O;O
;;;;
124;Máy livebank ở Biên Hòa có không;;;
[INTENT];location;O;O;O
Máy;O;O;O;O
livebank;O;O;O;O
ở;O;O;O;O
Biên;O;O;O;O
Hòa;O;O;O;O
có;O;O;O;O
không;O;O;O;O
;;;;
125;Tìm LiveBank khu Cầu Giấy;;;
[INTENT];location;O;O;O
Tìm;O;O;O;O
LiveBank;O;O;O;O
khu;O;O;O;O
Cầu;O;O;O;O
Giấy;O;O;O;O
;;;;
126;Chi nhánh Livebank ở Tây Ninh đã mở chưa ban?;;;
[INTENT];location;O;O;O
Chi;O;O;O;O
nhánh;O;O;O;O
Livebank;O;O;O;O
ở;O;O;O;O
Tây;O;O;O;O
Ninh;O;O;O;O
đã;O;O;O;O
mở;O;O;O;O
chưa;O;O;O;O
ban?;O;O;O;O
;;;;
127;Tìm địa điểm livebank;;;
[INTENT];location;O;O;O
Tìm;O;O;O;O
địa;O;O;O;O
điểm;O;O;O;O
livebank;O;O;O;O
;;;;
128;Tìm địa điểm liveBank;;;
[INTENT];location;O;O;O
Tìm;O;O;O;O
địa;O;O;O;O
điểm;O;O;O;O
liveBank;O;O;O;O
;;;;
129;mình muồn tìm địa điểm atm;;;
[INTENT];location;O;O;O
mình;O;O;O;O
muồn;O;O;O;O
tìm;O;O;O;O
địa;O;O;O;O
điểm;O;O;O;O
atm;O;O;O;O
;;;;
130;Cây atm có ở tam kỳ quảng nam ko;;;
[INTENT];location;O;O;O
Cây;O;O;O;O
atm;O;O;O;O
có;O;O;O;O
ở;O;O;O;O
tam;O;O;O;O
kỳ;O;O;O;O
quảng;O;O;O;O
nam;O;O;O;O
ko;O;O;O;O
;;;;
131;Ở Hà Nội chỗ nào có cây ATM vậy?;;;
[INTENT];location;O;O;O
Ở;O;O;O;O
Hà;O;O;O;O
Nội;O;O;O;O
chỗ;O;O;O;O
nào;O;O;O;O
có;O;O;O;O
cây;O;O;O;O
ATM;O;O;O;O
vậy?;O;O;O;O
;;;;
132;M muốn rút tiền mà k tìm thấy cây ATM nào?;;;
[INTENT];location;O;O;O
M;O;O;O;O
muốn;O;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
mà;O;O;O;O
k;O;O;O;O
tìm;O;O;O;O
thấy;O;O;O;O
cây;O;O;O;O
ATM;O;O;O;O
nào?;O;O;O;O
;;;;
133;Cho mình hỏi điểm đặt cây ATM;;;
[INTENT];location;O;O;O
Cho;O;O;O;O
mình;O;O;O;O
hỏi;O;O;O;O
điểm;O;O;O;O
đặt;O;O;O;O
cây;O;O;O;O
ATM;O;O;O;O
;;;;
134;Vị trí các cây ATM của ngân hàng tn ?;;;
[INTENT];location;O;O;O
Vị;O;O;O;O
trí;O;O;O;O
các;O;O;O;O
cây;O;O;O;O
ATM;O;O;O;O
của;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
tn;O;O;O;O
?;O;O;O;O
;;;;
135;B ơi cho mình hỏi mình ở Đống Đa thì có cây ATM nào ở khu vực đó k ?;;;
[INTENT];location;O;O;O
B;O;O;O;O
ơi;O;O;O;O
cho;O;O;O;O
mình;O;O;O;O
hỏi;O;O;O;O
mình;O;O;O;O
ở;O;O;O;O
Đống;O;O;O;O
Đa;O;O;O;O
thì;O;O;O;O
có;O;O;O;O
cây;O;O;O;O
ATM;O;O;O;O
nào;O;O;O;O
ở;O;O;O;O
khu;O;O;O;O
vực;O;O;O;O
đó;O;O;O;O
k;O;O;O;O
?;O;O;O;O
;;;;
136;trong sân trường ĐH sư phạm có cây atm nào không;;;
[INTENT];location;O;O;O
trong;O;O;O;O
sân;O;O;O;O
trường;O;O;O;O
ĐH;O;O;O;O
sư;O;O;O;O
phạm;O;O;O;O
có;O;O;O;O
cây;O;O;O;O
atm;O;O;O;O
nào;O;O;O;O
không;O;O;O;O
;;;;
137;atm ở đâu;;;
[INTENT];location;O;O;O
atm;O;O;O;O
ở;O;O;O;O
đâu;O;O;O;O
;;;;
138;atm ở hiệp hòa;;;
[INTENT];location;O;O;O
atm;O;O;O;O
ở;O;O;O;O
hiệp;O;O;O;O
hòa;O;O;O;O
;;;;
139;Cho mình hỏi quanh đại học Thủy Lợi có cây ATM nào của acb hông ?;;;
[INTENT];location;O;O;O
Cho;O;O;O;O
mình;O;O;O;O
hỏi;O;O;O;O
quanh;O;O;O;O
đại;O;O;O;O
học;O;O;O;O
Thủy;O;O;O;O
Lợi;O;O;O;O
có;O;O;O;O
cây;O;O;O;O
ATM;O;O;O;O
nào;O;O;O;O
của;O;O;O;O
acb;O;O;O;O
hông;O;O;O;O
?;O;O;O;O
;;;;
140;Em muốn tìm điểm ATM gần hồ gươm;;;
[INTENT];location;O;O;O
Em;O;O;O;O
muốn;O;O;O;O
tìm;O;O;O;O
điểm;O;O;O;O
ATM;O;O;O;O
gần;O;O;O;O
hồ;O;O;O;O
gươm;O;O;O;O
;;;;
141;Chỉ tôi chỗ có cây ATM của ACB;;;
[INTENT];location;O;O;O
Chỉ;O;O;O;O
tôi;O;O;O;O
chỗ;O;O;O;O
có;O;O;O;O
cây;O;O;O;O
ATM;O;O;O;O
của;O;O;O;O
ACB;O;O;O;O
;;;;
142;có những câu atm nào;;;
[INTENT];location;O;O;O
có;O;O;O;O
những;O;O;O;O
câu;O;O;O;O
atm;O;O;O;O
nào;O;O;O;O
;;;;
143;Gửi mình địa chỉ của cây atm khu vực tp Hồ Chí Minh nhé!;;;
[INTENT];location;O;O;O
Gửi;O;O;O;O
mình;O;O;O;O
địa;O;O;O;O
chỉ;O;O;O;O
của;O;O;O;O
cây;O;O;O;O
atm;O;O;O;O
khu;O;O;O;O
vực;O;O;O;O
tp;O;O;O;O
Hồ;O;O;O;O
Chí;O;O;O;O
Minh;O;O;O;O
nhé!;O;O;O;O
;;;;
144;Cây atm của acb được đặt ở những đâu vậy?;;;
[INTENT];location;O;O;O
Cây;O;O;O;O
atm;O;O;O;O
của;O;O;O;O
acb;O;O;O;O
được;O;O;O;O
đặt;O;O;O;O
ở;O;O;O;O
những;O;O;O;O
đâu;O;O;O;O
vậy?;O;O;O;O
;;;;
145;Cây atm của ACB đc đặt ở những đâu?;;;
[INTENT];location;O;O;O
Cây;O;O;O;O
atm;O;O;O;O
của;O;O;O;O
ACB;O;O;O;O
đc;O;O;O;O
đặt;O;O;O;O
ở;O;O;O;O
những;O;O;O;O
đâu?;O;O;O;O
;;;;
146;chi nhánh Cây ATM ở đâu;;;
[INTENT];location;O;O;O
chi;O;O;O;O
nhánh;O;O;O;O
Cây;O;O;O;O
ATM;O;O;O;O
ở;O;O;O;O
đâu;O;O;O;O
;;;;
147;bạn ơi cho mình vị trí các cây ATM của ngân hàng với;;;
[INTENT];location;O;O;O
bạn;O;O;O;O
ơi;O;O;O;O
cho;O;O;O;O
mình;O;O;O;O
vị;O;O;O;O
trí;O;O;O;O
các;O;O;O;O
cây;O;O;O;O
ATM;O;O;O;O
của;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
với;O;O;O;O
;;;;
148;Quanh HN ở những đâu có cây atm của ACB vậy?;;;
[INTENT];location;O;O;O
Quanh;O;O;O;O
HN;O;O;O;O
ở;O;O;O;O
những;O;O;O;O
đâu;O;O;O;O
có;O;O;O;O
cây;O;O;O;O
atm;O;O;O;O
của;O;O;O;O
ACB;O;O;O;O
vậy?;O;O;O;O
;;;;
149;xin cho tôi biết các vị trí của ATM;;;
[INTENT];location;O;O;O
xin;O;O;O;O
cho;O;O;O;O
tôi;O;O;O;O
biết;O;O;O;O
các;O;O;O;O
vị;O;O;O;O
trí;O;O;O;O
của;O;O;O;O
ATM;O;O;O;O
;;;;
150;quanh nam định có atm không;;;
[INTENT];location;O;O;O
quanh;O;O;O;O
nam;O;O;O;O
định;O;O;O;O
có;O;O;O;O
atm;O;O;O;O
không;O;O;O;O
;;;;
151;ở thanh hóa có atm không;;;
[INTENT];location;O;O;O
ở;O;O;O;O
thanh;O;O;O;O
hóa;O;O;O;O
có;O;O;O;O
atm;O;O;O;O
không;O;O;O;O
;;;;
152;Quanh Thanh Xuân có cây atm nào k b?;;;
[INTENT];location;O;O;O
Quanh;O;O;O;O
Thanh;O;O;O;O
Xuân;O;O;O;O
có;O;O;O;O
cây;O;O;O;O
atm;O;O;O;O
nào;O;O;O;O
k;O;O;O;O
b?;O;O;O;O
;;;;
153;Cây ATM ACB.;;;
[INTENT];location;O;O;O
Cây;O;O;O;O
ATM;O;O;O;O
ACB.;O;O;O;O
;;;;
154;atm của các bạn có nhiều ở quanh sài gòn chứ;;;
[INTENT];location;O;O;O
atm;O;O;O;O
của;O;O;O;O
các;O;O;O;O
bạn;O;O;O;O
có;O;O;O;O
nhiều;O;O;O;O
ở;O;O;O;O
quanh;O;O;O;O
sài;O;O;O;O
gòn;O;O;O;O
chứ;O;O;O;O
;;;;
155;vị trí atm;;;
[INTENT];location;O;O;O
vị;O;O;O;O
trí;O;O;O;O
atm;O;O;O;O
;;;;
156;cần cấp lại tên đăng nhập;;;
[INTENT];info_change;O;O;O
cần;O;O;O;O
cấp;O;O;O;O
lại;O;O;O;O
tên;O;O;O;O
đăng;O;O;O;O
nhập;O;O;O;O
;;;;
157;em cần cấp lại mật khẩu;;;
[INTENT];info_change;O;O;O
em;O;O;O;O
cần;O;O;O;O
cấp;O;O;O;O
lại;O;O;O;O
mật;O;O;O;O
khẩu;O;O;O;O
;;;;
158;thay đổi thông tin đăng nhập;;;
[INTENT];info_change;O;O;O
thay;O;O;O;O
đổi;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
đăng;O;O;O;O
nhập;O;O;O;O
;;;;
159;đổi sđt đăng ký được không;;;
[INTENT];info_change;O;O;O
đổi;O;O;O;O
sđt;O;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
160;T muốn thay đổi số điện thoại đã đăng ký Smartpay có đc ko;;;
[INTENT];info_change;O;O;O
T;O;O;O;O
muốn;O;O;O;O
thay;O;O;O;O
đổi;O;O;O;O
số;O;O;O;O
điện;O;O;O;O
thoại;O;O;O;O
đã;O;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
Smartpay;O;O;O;O
có;O;O;O;O
đc;O;O;O;O
ko;O;O;O;O
;;;;
161;Xin chào mình muốn thay đổi thông tin cá nhân xin hướng dẫn;;;
[INTENT];info_change;O;O;O
Xin;O;O;O;O
chào;O;O;O;O
mình;O;O;O;O
muốn;O;O;O;O
thay;O;O;O;O
đổi;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
cá;O;O;O;O
nhân;O;O;O;O
xin;O;O;O;O
hướng;O;O;O;O
dẫn;O;O;O;O
;;;;
162;miình đổi cccd rồi;;;
[INTENT];info_change;O;O;O
miình;O;O;O;O
đổi;O;O;O;O
cccd;O;O;O;O
rồi;O;O;O;O
;;;;
163;cập nhật thông tin;;;
[INTENT];info_change;O;O;O
cập;O;O;O;O
nhật;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
;;;;
164;CMND;;;
[INTENT];info_change;O;O;O
CMND;O;O;O;O
;;;;
165;đổi sdt mở ví;;;
[INTENT];info_change;O;O;O
đổi;O;O;O;O
sdt;O;O;O;O
mở;O;O;O;O
ví;O;O;O;O
;;;;
166;t cần định danh lại;;;
[INTENT];info_change;O;O;O
t;O;O;O;O
cần;O;O;O;O
định;O;O;O;O
danh;O;O;O;O
lại;O;O;O;O
;;;;
167;Đơn vị thanh toán;;;
[INTENT];info_change;O;O;O
Đơn;O;O;O;O
vị;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
;;;;
168;làm sao để đổi thông tin định danh;;;
[INTENT];info_change;O;O;O
làm;O;O;O;O
sao;O;O;O;O
để;O;O;O;O
đổi;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
định;O;O;O;O
danh;O;O;O;O
;;;;
169;sdt mất rồi giờ định danh lại được hong;;;
[INTENT];info_change;O;O;O
sdt;O;O;O;O
mất;O;O;O;O
rồi;O;O;O;O
giờ;O;O;O;O
định;O;O;O;O
danh;O;O;O;O
lại;O;O;O;O
được;O;O;O;O
hong;O;O;O;O
;;;;
170;vào đâu để thay đổi thông tin tài khoản;;;
[INTENT];info_change;O;O;O
vào;O;O;O;O
đâu;O;O;O;O
để;O;O;O;O
thay;O;O;O;O
đổi;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
tài;O;O;O;O
khoản;O;O;O;O
;;;;
171;thông tin định danh cũ rồi, đổi lại đi;;;
[INTENT];info_change;O;O;O
thông;O;O;O;O
tin;O;O;O;O
định;O;O;O;O
danh;O;O;O;O
cũ;O;O;O;O
rồi,;O;O;O;O
đổi;O;O;O;O
lại;O;O;O;O
đi;O;O;O;O
;;;;
172;có thể định danh lại ko;;;
[INTENT];info_change;O;O;O
có;O;O;O;O
thể;O;O;O;O
định;O;O;O;O
danh;O;O;O;O
lại;O;O;O;O
ko;O;O;O;O
;;;;
173;đổi số đt đc ko;;;
[INTENT];info_change;O;O;O
đổi;O;O;O;O
số;O;O;O;O
đt;O;O;O;O
đc;O;O;O;O
ko;O;O;O;O
;;;;
174;vẫn định danh thông tin cũ à;;;
[INTENT];info_change;O;O;O
vẫn;O;O;O;O
định;O;O;O;O
danh;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
cũ;O;O;O;O
à;O;O;O;O
;;;;
175;thay đổi thông tin;;;
[INTENT];info_change;O;O;O
thay;O;O;O;O
đổi;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
;;;;
176;muốn đổi thông tin CMND;;;
[INTENT];info_change;O;O;O
muốn;O;O;O;O
đổi;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
CMND;O;O;O;O
;;;;
177;Hỏi cách cập nhật thông tin cửa hàng;;;
[INTENT];info_change;O;O;O
Hỏi;O;O;O;O
cách;O;O;O;O
cập;O;O;O;O
nhật;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
cửa;O;O;O;O
hàng;O;O;O;O
;;;;
178;Cập nhật thông tin cửa hàng;;;
[INTENT];info_change;O;O;O
Cập;O;O;O;O
nhật;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
cửa;O;O;O;O
hàng;O;O;O;O
;;;;
179;mình mới làm căn cước công dân mới, muốn đổi thông tin ạ;;;
[INTENT];info_change;O;O;O
mình;O;O;O;O
mới;O;O;O;O
làm;O;O;O;O
căn;O;O;O;O
cước;O;O;O;O
công;O;O;O;O
dân;O;O;O;O
mới,;O;O;O;O
muốn;O;O;O;O
đổi;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
ạ;O;O;O;O
;;;;
180;đổi số đăng ký ví có đc ko;;;
[INTENT];info_change;O;O;O
đổi;O;O;O;O
số;O;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
ví;O;O;O;O
có;O;O;O;O
đc;O;O;O;O
ko;O;O;O;O
;;;;
181;cần đổi địa chỉ cửa hàng;;;
[INTENT];info_change;O;O;O
cần;O;O;O;O
đổi;O;O;O;O
địa;O;O;O;O
chỉ;O;O;O;O
cửa;O;O;O;O
hàng;O;O;O;O
;;;;
182;đổi lại số căn cước giúp t với nhé;;;
[INTENT];info_change;O;O;O
đổi;O;O;O;O
lại;O;O;O;O
số;O;O;O;O
căn;O;O;O;O
cước;O;O;O;O
giúp;O;O;O;O
t;O;O;O;O
với;O;O;O;O
nhé;O;O;O;O
;;;;
183;Dạ cho e hỏi mở ví SM bị trả về lý do không đúng ngành nghề thì sửa lại sao ạ;;;
[INTENT];info_change;O;O;O
Dạ;O;O;O;O
cho;O;O;O;O
e;O;O;O;O
hỏi;O;O;O;O
mở;O;O;O;O
ví;O;O;O;O
SM;O;O;O;O
bị;O;O;O;O
trả;O;O;O;O
về;O;O;O;O
lý;O;O;O;O
do;O;O;O;O
không;O;O;O;O
đúng;O;O;O;O
ngành;O;O;O;O
nghề;O;O;O;O
thì;O;O;O;O
sửa;O;O;O;O
lại;O;O;O;O
sao;O;O;O;O
ạ;O;O;O;O
;;;;
184;đổi cmnd mới;;;
[INTENT];info_change;O;O;O
đổi;O;O;O;O
cmnd;O;O;O;O
mới;O;O;O;O
;;;;
185;mất điện thoại giờ muốn đổi sdt được không;;;
[INTENT];info_change;O;O;O
mất;O;O;O;O
điện;O;O;O;O
thoại;O;O;O;O
giờ;O;O;O;O
muốn;O;O;O;O
đổi;O;O;O;O
sdt;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
186;t ko dùng cmt nữa, đổi sang căn cước nhé;;;
[INTENT];info_change;O;O;O
t;O;O;O;O
ko;O;O;O;O
dùng;O;O;O;O
cmt;O;O;O;O
nữa,;O;O;O;O
đổi;O;O;O;O
sang;O;O;O;O
căn;O;O;O;O
cước;O;O;O;O
nhé;O;O;O;O
;;;;
187;muốn đổi thông tin thì làm sao;;;
[INTENT];info_change;O;O;O
muốn;O;O;O;O
đổi;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
thì;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
;;;;
188;Thay đổi thông tin trực tuyến được ko?;;;
[INTENT];info_change;O;O;O
Thay;O;O;O;O
đổi;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
trực;O;O;O;O
tuyến;O;O;O;O
được;O;O;O;O
ko?;O;O;O;O
;;;;
189;Mình có thể thay đổi thông tin đăng ký được không ?;;;
[INTENT];info_change;O;O;O
Mình;O;O;O;O
có;O;O;O;O
thể;O;O;O;O
thay;O;O;O;O
đổi;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
được;O;O;O;O
không;O;O;O;O
?;O;O;O;O
;;;;
190;Em muốn thay đổi sdt thì phải lms ạ;;;
[INTENT];info_change;O;O;O
Em;O;O;O;O
muốn;O;O;O;O
thay;O;O;O;O
đổi;O;O;O;O
sdt;O;O;O;O
thì;O;O;O;O
phải;O;O;O;O
lms;O;O;O;O
ạ;O;O;O;O
;;;;
191;M bị mất đt nên muốn báo NH k gửi tn cho m qua số cũ nữa;;;
[INTENT];info_change;O;O;O
M;O;O;O;O
bị;O;O;O;O
mất;O;O;O;O
đt;O;O;O;O
nên;O;O;O;O
muốn;O;O;O;O
báo;O;O;O;O
NH;O;O;O;O
k;O;O;O;O
gửi;O;O;O;O
tn;O;O;O;O
cho;O;O;O;O
m;O;O;O;O
qua;O;O;O;O
số;O;O;O;O
cũ;O;O;O;O
nữa;O;O;O;O
;;;;
192;Tôi muốn tự thay đổi thông tin tài khoản của mình trên ứng dụng được không?;;;
[INTENT];info_change;O;O;O
Tôi;O;O;O;O
muốn;O;O;O;O
tự;O;O;O;O
thay;O;O;O;O
đổi;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
tài;O;O;O;O
khoản;O;O;O;O
của;O;O;O;O
mình;O;O;O;O
trên;O;O;O;O
ứng;O;O;O;O
dụng;O;O;O;O
được;O;O;O;O
không?;O;O;O;O
;;;;
193;ứng dụng có cho khách hàng tự thay đổi info không?;;;
[INTENT];info_change;O;O;O
ứng;O;O;O;O
dụng;O;O;O;O
có;O;O;O;O
cho;O;O;O;O
khách;O;O;O;O
hàng;O;O;O;O
tự;O;O;O;O
thay;O;O;O;O
đổi;O;O;O;O
info;O;O;O;O
không?;O;O;O;O
;;;;
194;Có đổi được thông tin đã đăng ký không hả bạn ?;;;
[INTENT];info_change;O;O;O
Có;O;O;O;O
đổi;O;O;O;O
được;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
đã;O;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
không;O;O;O;O
hả;O;O;O;O
bạn;O;O;O;O
?;O;O;O;O
;;;;
195;Mình muốn thay đổi địa chỉ nhận thư của ACB thì mình vào đâu được nhỉ?;;;
[INTENT];info_change;O;O;O
Mình;O;O;O;O
muốn;O;O;O;O
thay;O;O;O;O
đổi;O;O;O;O
địa;O;O;O;O
chỉ;O;O;O;O
nhận;O;O;O;O
thư;O;O;O;O
của;O;O;O;O
ACB;O;O;O;O
thì;O;O;O;O
